id	context	jp_offset	jp_text	en_offset	en_text	pointer_offset	terminator	max_width	status	confidence	notes
PTR-236	Bank 1 pointer-driven text	0x076C8	<82><9F><86><A7><00><8D><93><71><90><8D><81><B4><5C><06><00><C2><1A><82><96><95><A8><9F><8D><CD><FF>	0x070B6	STATUS<00>LEVELS<71>UP<00>NOW<00>DOUBLE<CA><FF>	0x05FAC	0x070D3	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-237	Bank 1 pointer-driven text	0x076E1	<86><71><8F><A9><13><00><8D><87><95><1A><8C><B7><96><00><82><14><83><13><87><9F><8D><CD><FF>	0x0771A	USE<00>MAP<00>CURSOR<00>TO<00>TRAVEL<FF>	0x05FAE	0x07733	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-238	Bank 1 pointer-driven text	0x076F8	<F0><9A><00><F1><AD><00><9A><0D><8C><90><CB><FF>	0x07733	<F0><00>REMOVED<00><F1><FF>	0x05FB0	0x0773F	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-239	Bank 1 pointer-driven text	0x07704	<F0><9A><00><96><8A><96><8A><8C><93><87><90><CA><CA><FF>	0x0773F	<F0><00>SMILES<CA><FF>	0x05FB2	0x07749	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-240	Bank 1 pointer-driven text	0x07712	<F0><9A><00><86><A7><10><06><00><86><A9><88><95><B4><90><87><06><8C><90><CB><FF>	0x07FF7	<F0><00>FELT<00>LIGHTER<FF>	0x05FB4	0x08006	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-241	Bank 1 pointer-driven text	0x07726	<8A><AA><9A><00><A8><B4><91><95><00><9B><94><94><87><CD><CD><CD><FF>	0x07749	A<00>GREAT<00>MOMENT<CA><FF>	0x05FB6	0x07759	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-242	Bank 1 pointer-driven text	0x07737	<A0><96><92><89><93><82><A9><A3><99><99><00><8A><83><86><06><00><C2><1A><82><96><95><A8><9F><8D><CD><FF>	0x070D3	EQUIPMENT<00>STATS<00>NOW<00>DOUBLE<CA><FF>	0x05FB8	0x070EF	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-243	Bank 1 pointer-driven text	0x07751	<F0><9A><00><91><86><A7><92><87><90><CB><FF>	0x08009	<F0><00>FELL<FF>	0x05FBA	0x08010	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-245	Bank 1 pointer-driven text	0x07761	<F0><82><B4><86><10><B4><CA><FF>	0x07FE4	<F0><00>FAMILY<CA><FF>	0x05FBE	0x07FEE	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
PTR-246	Bank 1 pointer-driven text	0x07C00	<03><C8><B1><2A><29><0F><9D><35><03><29><08><F0><08><BD><35><03><09><F0><9D><35><03><B1><2A><29><F0><9D><2D><03><C8><4C><B1><BB><A9><00><8D><86><06><60><30><BC><30><BC><39><BC><4A><BC><5B><BC><6F><BC><78><BC><81><BC><8A><BC><93><BC><98><BC><9D><BC><30><BC><00><82><4F><00><01><83><4F><00><FF>	0x07C00	<03><C8><B1><2A><29><0F><9D><35><03><29><08><F0><08><BD><35><03><09><F0><9D><35><03><B1><2A><29><F0><9D><2D><03><C8><4C><B1><BB><A9><00>MF<06><60><30><BC><30><BC><39><BC><4A><BC><5B><BC><6F><BC><78><BC>A<BC>J<BC>S<BC>X<BC><9D><BC><30><BC><00>B<4F><00><01>C<4F><00><FF>	0x05FC0	0x07C49	UNKNOWN	needs_japanese_dialogue_glyph_map	structural-high; Japanese glyph map pending	Pointer index is paired across base/reference. Japanese bytes remain tokenized until the dialogue tile path is mapped.
